file_path,label,set_type
train/not-good/slice019_003.png,1,train
train/not-good/slice001_000.png,1,train
train/not-good/Slice_Bad (59).png,1,train
train/not-good/Slice_Bad (159).png,1,train
train/not-good/Slice_Bad (241).png,1,train
train/not-good/slice017_009.png,1,train
train/not-good/Slice_Bad (118).png,1,train
train/not-good/slice048_006.png,1,train
train/not-good/Slice_Bad (255).png,1,train
train/not-good/Slice_Bad (19).png,1,train
train/not-good/slice044_006.png,1,train
train/not-good/Slice_Bad (30).png,1,train
train/not-good/slice020_005.png,1,train
train/not-good/slice036_009.png,1,train
train/not-good/slice045_012.png,1,train
train/not-good/slice060_013.png,1,train
train/not-good/slice004_008.png,1,train
train/not-good/slice045_009.png,1,train
train/not-good/Slice_Bad (72).png,1,train
train/not-good/Slice_Bad (26).png,1,train
train/not-good/slice038_005.png,1,train
train/not-good/slice015_004.png,1,train
train/not-good/slice019_000.png,1,train
train/not-good/slice001_005.png,1,train
train/not-good/Slice_Bad (108).png,1,train
train/not-good/Slice_Bad (224).png,1,train
train/not-good/Slice_Bad (73).png,1,train
train/not-good/slice054_008.png,1,train
train/not-good/slice012_014.png,1,train
train/not-good/Slice_Bad (41).png,1,train
train/not-good/Slice_Bad (131).png,1,train
train/not-good/slice042_000.png,1,train
train/not-good/Slice_Bad (156).png,1,train
train/not-good/slice045_006.png,1,train
train/not-good/Slice_Bad (171).png,1,train
train/not-good/slice044_008.png,1,train
train/not-good/Slice_Bad (124).png,1,train
train/not-good/slice021_011.png,1,train
train/not-good/Slice_Bad (208).png,1,train
train/not-good/slice010_011.png,1,train
train/not-good/Slice_Bad (93).png,1,train
train/not-good/slice020_011.png,1,train
train/not-good/Slice_Bad (32).png,1,train
train/not-good/slice048_014.png,1,train
train/not-good/slice038_015.png,1,train
train/not-good/slice048_003.png,1,train
train/not-good/slice059_005.png,1,train
train/not-good/slice047_012.png,1,train
train/not-good/slice041_014.png,1,train
train/not-good/slice003_009.png,1,train
train/not-good/slice043_005.png,1,train
train/not-good/Slice_Bad (90).png,1,train
train/not-good/Slice_Bad (254).png,1,train
train/not-good/slice038_014.png,1,train
train/not-good/slice036_005.png,1,train
train/not-good/Slice_Bad (66).png,1,train
train/not-good/slice058_007.png,1,train
train/not-good/slice037_010.png,1,train
train/not-good/slice013_003.png,1,train
train/not-good/Slice_Bad (86).png,1,train
train/not-good/Slice_Bad (11).png,1,train
train/not-good/Slice_Bad (204).png,1,train
train/not-good/Slice_Bad (56).png,1,train
train/not-good/slice004_010.png,1,train
train/not-good/Slice_Bad (256).png,1,train
train/not-good/slice014_010.png,1,train
train/not-good/slice044_007.png,1,train
train/not-good/Slice_Bad (63).png,1,train
train/not-good/slice044_010.png,1,train
train/not-good/Slice_Bad (211).png,1,train
train/not-good/Slice_Bad (209).png,1,train
train/not-good/Slice_Bad (58).png,1,train
train/not-good/slice013_006.png,1,train
train/not-good/slice038_011.png,1,train
train/not-good/Slice_Bad (24).png,1,train
train/not-good/slice043_006.png,1,train
train/not-good/slice016_004.png,1,train
train/not-good/slice014_013.png,1,train
train/not-good/slice013_011.png,1,train
train/not-good/Slice_Bad (222).png,1,train
train/not-good/slice059_009.png,1,train
train/not-good/slice020_004.png,1,train
train/not-good/Slice_Bad (216).png,1,train
train/not-good/Slice_Bad (246).png,1,train
train/not-good/slice036_012.png,1,train
train/not-good/slice013_004.png,1,train
train/not-good/slice035_006.png,1,train
train/not-good/slice014_014.png,1,train
train/not-good/slice055_010.png,1,train
train/not-good/Slice_Bad (237).png,1,train
train/not-good/Slice_Bad (95).png,1,train
train/not-good/Slice_Bad (43).png,1,train
train/not-good/Slice_Bad (47).png,1,train
train/not-good/slice034_007.png,1,train
train/not-good/Slice_Bad (238).png,1,train
train/not-good/Slice_Bad (60).png,1,train
train/not-good/slice041_001.png,1,train
train/not-good/slice027_013.png,1,train
train/not-good/slice016_007.png,1,train
train/not-good/Slice_Bad (87).png,1,train
train/not-good/Slice_Bad (9).png,1,train
train/not-good/slice059_006.png,1,train
train/not-good/slice039_008.png,1,train
train/not-good/Slice_Bad (214).png,1,train
train/not-good/slice010_006.png,1,train
train/not-good/slice016_013.png,1,train
train/not-good/slice044_000.png,1,train
train/not-good/Slice_Bad (29).png,1,train
train/not-good/slice046_011.png,1,train
train/not-good/Slice_Bad (235).png,1,train
train/not-good/Slice_Bad (22).png,1,train
train/not-good/slice043_015.png,1,train
train/not-good/slice018_013.png,1,train
train/not-good/Slice_Bad (165).png,1,train
train/not-good/slice014_012.png,1,train
train/not-good/Slice_Bad (233).png,1,train
train/not-good/Slice_Bad (121).png,1,train
train/not-good/Slice_Bad (25).png,1,train
train/not-good/slice031_003.png,1,train
train/not-good/slice014_001.png,1,train
train/not-good/slice019_004.png,1,train
train/not-good/slice042_005.png,1,train
train/not-good/slice047_002.png,1,train
train/not-good/slice019_014.png,1,train
train/not-good/Slice_Bad (206).png,1,train
train/not-good/slice033_001.png,1,train
train/not-good/Slice_Bad (174).png,1,train
train/not-good/slice010_000.png,1,train
train/not-good/slice036_007.png,1,train
train/not-good/slice047_004.png,1,train
train/not-good/slice003_005.png,1,train
train/not-good/Slice_Bad (112).png,1,train
train/not-good/slice048_010.png,1,train
train/not-good/slice020_002.png,1,train
train/not-good/slice042_001.png,1,train
train/not-good/slice054_014.png,1,train
train/not-good/Slice_Bad (120).png,1,train
train/not-good/slice002_011.png,1,train
train/not-good/Slice_Bad (76).png,1,train
train/not-good/Slice_Bad (142).png,1,train
train/not-good/slice035_012.png,1,train
train/not-good/slice028_002.png,1,train
train/not-good/Slice_Bad (177).png,1,train
train/not-good/slice019_015.png,1,train
train/not-good/slice035_010.png,1,train
train/not-good/slice005_002.png,1,train
train/not-good/slice036_000.png,1,train
train/not-good/Slice_Bad (143).png,1,train
train/not-good/slice003_015.png,1,train
train/not-good/slice061_014.png,1,train
train/not-good/Slice_Bad (228).png,1,train
train/not-good/Slice_Bad (267).png,1,train
train/not-good/slice053_006.png,1,train
train/not-good/slice029_002.png,1,train
train/not-good/Slice_Bad (219).png,1,train
train/not-good/Slice_Bad (79).png,1,train
train/not-good/slice013_002.png,1,train
train/not-good/slice016_008.png,1,train
train/not-good/slice012_015.png,1,train
train/not-good/slice003_014.png,1,train
train/not-good/slice050_007.png,1,train
train/not-good/slice038_007.png,1,train
train/not-good/Slice_Bad (225).png,1,train
train/not-good/slice050_015.png,1,train
train/not-good/Slice_Bad (10).png,1,train
train/not-good/slice001_008.png,1,train
train/not-good/slice043_010.png,1,train
train/not-good/slice003_011.png,1,train
train/not-good/slice014_002.png,1,train
train/not-good/Slice_Bad (268).png,1,train
train/not-good/slice027_006.png,1,train
train/not-good/slice047_000.png,1,train
train/not-good/Slice_Bad (215).png,1,train
train/not-good/slice009_011.png,1,train
train/not-good/slice058_008.png,1,train
train/not-good/slice025_011.png,1,train
train/not-good/slice034_014.png,1,train
train/not-good/Slice_Bad (126).png,1,train
train/not-good/slice042_011.png,1,train
train/not-good/slice013_013.png,1,train
train/not-good/slice040_013.png,1,train
train/not-good/Slice_Bad (218).png,1,train
train/not-good/slice059_007.png,1,train
train/not-good/slice038_010.png,1,train
train/not-good/slice049_010.png,1,train
train/not-good/slice057_006.png,1,train
train/not-good/slice033_000.png,1,train
train/not-good/Slice_Bad (248).png,1,train
train/not-good/slice047_007.png,1,train
train/not-good/slice029_001.png,1,train
train/not-good/slice012_002.png,1,train
train/not-good/slice028_006.png,1,train
train/not-good/slice041_015.png,1,train
train/not-good/slice035_007.png,1,train
train/not-good/slice036_008.png,1,train
train/not-good/slice003_012.png,1,train
train/not-good/slice003_010.png,1,train
train/not-good/slice001_002.png,1,train
train/not-good/Slice_Bad (50).png,1,train
train/not-good/Slice_Bad (61).png,1,train
train/not-good/slice002_003.png,1,train
train/not-good/slice001_012.png,1,train
train/not-good/slice003_000.png,1,train
train/not-good/Slice_Bad (12).png,1,train
train/not-good/Slice_Bad (152).png,1,train
train/not-good/Slice_Bad (96).png,1,train
train/not-good/Slice_Bad (239).png,1,train
train/not-good/slice002_012.png,1,train
train/not-good/slice001_011.png,1,train
train/not-good/slice027_011.png,1,train
train/not-good/slice028_007.png,1,train
train/not-good/slice054_007.png,1,train
train/not-good/Slice_Bad (196).png,1,train
train/not-good/slice009_004.png,1,train
train/not-good/slice017_005.png,1,train
train/not-good/slice003_006.png,1,train
train/not-good/slice041_010.png,1,train
train/not-good/Slice_Bad (183).png,1,train
train/not-good/Slice_Bad (21).png,1,train
train/not-good/slice043_000.png,1,train
train/not-good/slice035_003.png,1,train
train/not-good/slice029_007.png,1,train
train/not-good/slice036_006.png,1,train
train/not-good/slice029_003.png,1,train
train/not-good/slice028_005.png,1,train
train/not-good/slice003_004.png,1,train
train/not-good/slice041_000.png,1,train
train/not-good/slice019_002.png,1,train
train/not-good/slice060_012.png,1,train
train/not-good/slice042_004.png,1,train
train/not-good/Slice_Bad (5).png,1,train
train/not-good/Slice_Bad (234).png,1,train
train/not-good/slice037_014.png,1,train
train/not-good/slice053_000.png,1,train
train/not-good/slice027_002.png,1,train
train/not-good/slice000_010.png,1,train
train/not-good/slice027_014.png,1,train
train/not-good/slice004_003.png,1,train
train/not-good/slice000_006.png,1,train
train/not-good/slice010_004.png,1,train
train/not-good/Slice_Bad (145).png,1,train
train/not-good/slice003_007.png,1,train
train/not-good/Slice_Bad (247).png,1,train
train/not-good/slice000_013.png,1,train
train/not-good/Slice_Bad (71).png,1,train
train/not-good/slice043_009.png,1,train
train/not-good/slice016_009.png,1,train
train/not-good/slice002_000.png,1,train
train/not-good/Slice_Bad (150).png,1,train
train/not-good/Slice_Bad (94).png,1,train
train/not-good/Slice_Bad (40).png,1,train
train/not-good/slice056_000.png,1,train
train/not-good/Slice_Bad (223).png,1,train
train/not-good/slice020_006.png,1,train
train/not-good/Slice_Bad (77).png,1,train
train/not-good/slice034_012.png,1,train
train/not-good/Slice_Bad (129).png,1,train
train/not-good/slice049_007.png,1,train
train/not-good/slice009_007.png,1,train
train/not-good/slice017_015.png,1,train
train/not-good/slice014_005.png,1,train
train/not-good/slice034_013.png,1,train
train/not-good/slice020_009.png,1,train
train/not-good/slice017_012.png,1,train
train/not-good/slice005_004.png,1,train
train/not-good/Slice_Bad (144).png,1,train
train/not-good/slice041_008.png,1,train
train/not-good/slice043_011.png,1,train
train/not-good/Slice_Bad (252).png,1,train
train/not-good/slice012_004.png,1,train
train/not-good/slice002_014.png,1,train
train/not-good/Slice_Bad (111).png,1,train
train/not-good/slice022_011.png,1,train
train/not-good/slice000_012.png,1,train
train/not-good/slice061_012.png,1,train
train/not-good/Slice_Bad (213).png,1,train
train/not-good/slice041_013.png,1,train
train/not-good/slice036_014.png,1,train
train/not-good/Slice_Bad (192).png,1,train
train/not-good/slice042_007.png,1,train
train/not-good/slice019_008.png,1,train
train/not-good/slice042_006.png,1,train
train/not-good/slice035_008.png,1,train
train/not-good/slice050_013.png,1,train
train/not-good/Slice_Bad (250).png,1,train
train/not-good/Slice_Bad (179).png,1,train
train/not-good/slice048_015.png,1,train
train/not-good/Slice_Bad (251).png,1,train
train/not-good/Slice_Bad (84).png,1,train
train/not-good/slice015_010.png,1,train
train/not-good/slice054_006.png,1,train
train/not-good/slice046_006.png,1,train
train/not-good/slice057_004.png,1,train
train/not-good/slice001_013.png,1,train
train/not-good/slice054_000.png,1,train
train/not-good/Slice_Bad (1).png,1,train
